what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341871933039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871939689
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871941162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871942103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871949488
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871951985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341871960871
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871962627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341871974481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341871993678
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872002577
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1341872025785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872032190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872037855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341872052360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341872053588
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1341872067190
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872071111
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872074423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872076637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341872082438
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872084268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341872088823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1341872101981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1341872105296
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872124919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872135231
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872139719
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341872142382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872142613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872144590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1341872144630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872150869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872151500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872152620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872279961
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341872412582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872412717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872415232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872433851
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872437100
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341872440779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341872712781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872736213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872777094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872836811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341872838132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341873014722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341873017399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341873032359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873066887
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873070755
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873071485
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873074618
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873079410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873081889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873088574
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873092714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873135981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873149190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873152356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873164436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873166653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873168526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873182446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873245169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873246757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873250754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873256889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873259388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341873285171
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1341873287402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341873295362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873300376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873302929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873308845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1341873308880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873328175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341873393176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1341873394876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873404712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873422669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873423701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873439992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341873451400
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341873466846
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873468718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341873478156
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341873481081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873481622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873484303
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1341873494130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341873499480
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341873501530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341873537961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341930179903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341930184225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341935322374
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341935324895
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341935325819
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341935325822
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341935328318
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341935333565
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341935335261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341935339469
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341943649087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341943649724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341943650492
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341943651139
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341943651608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341943651861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341948457172
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341948463591
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341948470301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341948494739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341955994537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341956030841
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341957007062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957007286
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1341957011062
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1341957011144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1341957018065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957018767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957046207
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957046712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957054005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957174273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957181260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957234059
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957235223
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1341957238797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957248389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957294021
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957294610
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957295092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957296316
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957300451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341957307025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957307811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957349746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957377692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957501739
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1341957505542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957510112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957512273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957518545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957568327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957594409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957706283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957709213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1341957709264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957719733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341957735592
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1341957736725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957754187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957761686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341957763640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957768942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957770868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341957774848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342021683081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342021684184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342021687561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342021692307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029892274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342029894862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342033244806
