what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1342108789174
started,bundle,org.eclipse.ant.core,3.2.302.v20120110-1739,"org.eclipse.ant.core",1342108789373
started,bundle,org.eclipse.pde.build,3.7.0.v20111116-2009,"org.eclipse.pde.build",1342108789715
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1342108789934
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1342108790581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342108794499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109161764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109162592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109701592
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342109706647
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1342109707075
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109712971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109713050
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1342109713708
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1342109717096
activated,view,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.views.AntView",1342109728442
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342109742648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342109775700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110127220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110290668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110296868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342110306248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113643480
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342113654917
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1342113673787
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1342113673808
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342113673923
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1342113674192
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1342113674238
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1342113674544
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1342113674609
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1342113674722
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1342113674752
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1342113674755
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1342113674944
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1342113674959
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1342113675138
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1342113675178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342113713232
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1342113767644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113769034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113825708
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342113828551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113829121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113829899
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342113833793
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342113834081
no handler,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.ToggleStepFilters",1342113838716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1342113846662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113861994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113972555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113980094
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342113993084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342113995527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1342113999892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342114004020
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342114028682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342114028839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342114030002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342114088886
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342114090541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1342114099739
